UTTERANCE,TRUE_LABEL,RESPONSE,PRED_LABEL
well the distance between the rails and the what I was thinking the distance between the rails and the overhead wires always changing as it has to follow this articulating,Bs,"{""label"": ""Bs""}
Okay, let's tackle this. The segment says",Bs
yeah nice idea,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
it is a bit like the suspension on a car,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
as well the car sort of has this inertia it flies along in a straight line,Bs,"{""label"": ""Be""}
Okay, let's break this down. The segment",Be
with suspension and all sorts of things as the wheels pump up and down,Bs,"{""label"": ""N""}
Alright, let's tackle this segment: ""with",N
as well stay in contact with the road if you have got a decent car,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
well that is that is the other thing I suppose we haven t considered anything like erm air pockets,S,"{""label"": ""N""}
Okay, let's break this down. The segment",N
or anything like that that could be like a little suspension,Be,"{""label"": ""N""}
The segment ""or anything like that that could be",N
draw refDocumentE1_3Sketchjpg 3 lines left ie bottom,D,"{""label"": ""N""}
Okay, let me try to figure out the label",N
suspension,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that is the sort of thing about children they do things jerkily quickly,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
use a gyroscope,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
gyroscope,S,"{""label"": ""N""} The segment ""gyroscope"" is a noun referring",N
write GIROSCOPE and Air suspension,D,"{""label"": ""S""}
Okay, let's tackle this. The segment is",S
stick a big gyroscope in it,S,"{""label"": ""N""}
Okay, let's tackle this segment: ""stick",N
so they cannot jerk it around,Bs,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
yeah ok that is a good idea Tony,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
we should have a target aged child here should not we,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
to because erm well I think well erm like this I say about this obviously it was not a problem,Be,"{""label"": ""N""}
Okay, let me try to figure out the label",N
if you do not if you do not let it gimble that way,S,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
then you would get you can make your own lines cant you you can make different thicknesses,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
draw refDocumentE1_3Sketchjpg 2 lines right ie top,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
so so it might if the if the applications for somebody who got,Be,"{""label"": ""N""}
Okay, let's tackle this segment: ""so",N
then you add a feature by taking out you know,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah because if if if if erm yeah if say if the the pen is printed in just dotted lines,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
draw refDocumentE1_3Sketchjpg dotted line right ie top,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you can you can if this pen if you do not let it go that way you could make it print dotted line print dotted line,Be,"{""label"": ""N""}
The segment is a fragmented and unclear statement about a",N
oh so you just have you just have one print out one,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
one one nozzle dot touching,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
so I guess what you re saying is any mechanism,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you can have it switch on switch off one could be easy line and then you can switch it off so that,Bs,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
you could,S,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
write vary the angle to have different width of line,D,"{""label"": ""Bs""} The segment mentions ""vary the angle to have different",Bs
you could use it just so at the corner of the printer head,S,"{""label"": ""F""} 

Segment:
the pen would be able to write",F
well you could do that just electronically by activating one of the channels on the print heads,S,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
write or do this electronically,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
I think that is the way to do it because,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
otherwise you can overheat the print head and might damage it,Bs,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
so part of the thing here is we need to erm hold it down,S,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
otherwise it going to overheat as its firing if there is no where for the heat to go,Bs,"{""label"": ""Bs""} 

Segment:
the trigger is a very small trigger",Bs
could we put erm can we detect the heat that the,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and therefore switch it off,Be,"{""label"": ""F""} 

Segment:
with a 3.0 mm",F
or know what s going on,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
er that is only going to stop it getting dangerously hot,Be,"{""label"": ""F""}
Okay, let's tackle this. The segment given",F
all we need to do for print quality and performance and things,Be,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
is to keep those dots on the paper when they re being fired,S,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
the other thing which you will picture sort of erm to an extent that one as well is the actual steering erm is actually,F,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
at the moment the hand steers it directly by making movements with the hand,Be,"{""label"": ""F""}
Okay, let's tackle this. The segment says",F
but if you had like a joystick,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that then moved the angle of the print head errm,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that might work too but maybe a bit more expensive I suppose,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
I think the interesting thing is to use is as they steer that its built into the steering,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
actually tilts the whole body as it steers,Bs,"{""label"": ""Be""}
Okay, let's tackle this segment: ""actually",Be
so in order to maintain that angle,Bs,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
write integrate the steering into angle like snowmobile,D,"{""label"": ""N""}
Okay, let's tackle this segment: ""write",N
it compensates for the lean of the rider into the corner,Bs,"{""label"": ""F""}.
Okay, let's tackle this. The segment",F
so it s flat,S,"{""label"": ""F""}  (purpose: to be flat)
Okay,",F
so if we had something like that,S,"{""label"": ""N""} I think the segment ""so if we had something",N
you could steer this angle of the pen as it moves to the other end,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
its taken us probably three places we can go we can either well its something you control,Be,"{""label"": ""N""}
Okay, let's break this down. The segment",N
or you take all the opportunities for control away from people apart from moving around,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and you make the pen or whatever it is do everything,Be,"{""label"": ""F""} 

Segment:
the pen is designed for drawing thin",F
erm or we give some feedback erm,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
so that people know when they re doing the right thing,Be,"{""label"": ""F""}
Okay, let's tackle this segment: ""so",F
write feed back to user when doing it right,D,"{""label"": ""F""} The segment ""write feed back to user when doing",F
erm or the last one is it is possible to hold it the wrong way,Be,"{""label"": ""N""}
Okay, let's tackle this segment: ""erm",N
but it forces you to hold it the right way possibly base on shapes,Be,"{""label"": ""F""}
The segment discusses the requirement for holding the pen in",F
write make the shape so it can only be done one way,D,"{""label"": ""F""}
Okay, let's tackle this segment: ""write",F
well for the the third you can make it erm hard make it compliant to,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
I know I know what you re saying but it would be difficult,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
because you would overheat the edge of the print head,Bs,"{""label"": ""Bs""}
Okay, let's tackle this segment: ""because",Bs
if its not touching,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
but there could be some electronics maybe saying this end of the print heads overheating it must be touching at the other end,S,"{""label"": ""N""}
Okay, let's break this down. The segment",N
so I shall switch this,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah probably there must be some way of detecting that,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
can I just explore that last one in a little more detail,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
because when organisations,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
making sure they can only be correct in one way so the design and shape of the thing,S,"{""label"": ""F""}
Okay, let's tackle this segment: ""making",F
so it can only be done in one way and that s the correct way,S,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
because then there is less sort of learning to be done by the user and children I think if they are you know,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
if they don t get the results pretty quickly they will just give up on it erm,Be,"{""label"": ""Be""}
Okay, let's tackle this. The segment is",Be
so it would be quite good shape of,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
it would only let it work in one particular way,Be,"{""label"": ""F""} 
Okay, let's tackle this. The segment",F
you could build it in different ways so you could have it,S,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
so that there was only one way of doing it,Be,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
but then err you can have switches on it so that supposing supposing it,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you have got the print head and three balls around it to support it,S,"{""label"": ""S""}
Okay, let's break this down. The segment",S
with pressure sensors on those balls,S,"{""label"": ""Bs""}
Okay, let's tackle this. The segment is",Bs
so if the child presses harder it activates all the bearings,Bs,"{""label"": ""F""} The segment ""so if the child presses harder it",F
and prints out a very erm heavy line,Bs,"{""label"": ""Be""}
Okay, let's tackle this. The segment is",Be
but if the child does not press hard then you activate every other one,Be,"{""label"": ""Bs""}
Okay, let's break this down. The segment",Bs
so you get a faint line,Bs,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
write interaction between how child presses so activation of print head,D,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
so clears throat the actual kind of the erm the print head is isolated from what the child s doing,Be,"{""label"": ""N""} 

Segment:
the actual kind of the erm the",N
but the sensors,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
attend to what the child s doing,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and the thing responds accordingly,Be,"{""label"": ""F""}
Okay, let's break this down. The segment",F
and so you can trick the child into doing,Be,"{""label"": ""F""}
Okay, let's break this down. The segment",F
and you could also make it so that even if the child s because erm clears throat its not direct you can make it sort of software,S,"{""label"": ""N""}
Okay, let me try to figure out the label",N
so that even if the child s really uncoordinated basically you get a reasonable result,Be,"{""label"": ""F""}
Okay, let's tackle this segment: ""so",F
but if the child s very coordinated you can actually do some quite sophisticated things,Be,"{""label"": ""N""}
Okay, let's break this down. The segment",N
you could even have sort of some feedback,F,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
in terms of colour LEDs on the pen,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
saying that he s done a good or she s done a good job or,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that is a bit that is a bit peachy I think somehow,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah you know because i if they re doing something and it produces a result,Bs,"{""label"": ""N""}
Okay, let me try to figure this out.",N
that is what they want is not it,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
that is what they want and saying well done is not really you know so what,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
spirit level in the pen,S,"{""label"": ""N""}
The segment ""spirit level in the pen"" does",N
3D spirit level the dot and the ring you the dot,S,"{""label"": ""N""}
Okay, let me try to figure out the label",N
write spirit level in the pen,D,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
if it goes off centre you know the dots outside the ring,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
the pen would not work,Be,"{""label"": ""N""}
The segment ""the pen would not work"" is",N
so you have got to come in,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
could we sorry could we actually see what they re doing I mean,F,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
are they drawing pictures or making invitations or Christmas cards or,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
as well as electronics,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and some of the control,F,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and user interface features and things whereas,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
erm this kind of functional end of the mechanics,F,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
it does affect a little bit,Be,"{""label"": ""N""} The segment ""it does affect a little bit""",N
control draw,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah because its really hard to draw a picture with a mouse is not it,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you could have games built into it could not you,F,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
you could have something like colouring in,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
could try and tell you on some screen,F,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
or try some sort of coordination task,F,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
there is a huge amount of possibilities you could do mazes or anything with,F,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
once more let us explore this spirit level in more detail I corrected the transcript,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
because the other thing that you use to make sure things are level,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that is come out in the sort of DIY world is these laser levellers and things like that if,S,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
you had like a little laser,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that made sure that it was level of some sort erm,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you know the child can actually see a line,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and that its at the right angle then,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
because they can see that the line is right and then that would work,Be,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
although maybe they are a bit young for that laugh,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you could project something onto the paper in front of the pen,Be,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
write Laser level,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
like dam busters,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
write Dam busters shine a light in front of,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
just like star wars,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
erm I was going to say an optical mouse,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
I was going to say an optical mouse,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
if you lift it off the page you can,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
actually see its got the pattern it creates separates into two areas,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
so its when it s actually on the surface two points meet,Bs,"{""label"": ""N""}
The segment ""so its when it s actually on",N
if you lift an optical mouse,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
slightly off the page you will see the pattern it creates,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah sort of the triangle thing,Bs,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
is in two sort of distinct spots,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and when its actually sat on the surface they match up and that is when it starts tracking,Bs,"{""label"": ""Be""}
Okay, let's tackle this segment: ""and",Be
write use optical mouse mechanism,D,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
turn the light on I don t know how to operate,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah well if you left it a few minutes,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
when you talked about the little light in front of the erm pen,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
but if there is sort of feedback from the print head to know its in the right angle,S,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
and then the light goes on only but only when the print head is on there is this little light comes on,Be,"{""label"": ""N""}
Alright, let's tackle this segment: ""and",N
so the child gets his feedback that way oh its in the right direction so I can draw,Be,"{""label"": ""F""}
Okay, let's break this down. The segment",F
I think if I was in their shoes using this I d prefer they d be something where I decide whether its in the right position,Be,"{""label"": ""N""} 
Okay, let me try to figure out the",N
or whether I want something lighting up and saying der derrr,Be,"{""label"": ""N""}
Okay, let me try to figure out the label",N
that kind of thing,S,"{""label"": ""N""} 

Segment:
the ink spreads

JSON answer:",N
well there is a bit of training there is not it,Bs,"{""label"": ""N""}
Segment:
well there is a bit of training there",N
write Light,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
true but it its kind of patronising to have these sort of lights,Bs,"{""label"": ""N""}
Okay, let's break this down. The segment",N
its not a comforting a comforting noise,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
its not its not its not a comforting noise,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
The thing I bought with me my wife does not know I stole it,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
also quite relevant because that is a product from,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
stabiliser that is just come out,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
if I run upstairs I have got one of those in my drawer,S,"{""label"": ""N""}
Okay, let's break this down. The segment",N
there are pens that,S,"{""label"": ""N""} The segment ""there are pens that"" is incomplete",N
you do have to hold in a certain orientation,Bs,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
yeah I think that is what I tried its really hard,Be,"{""label"": ""N""}
Okay, let's break this down. The segment",N
because I don t hold my pen in the way that they expect you do,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
they expect you to some people write like this don t they,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that is what I join my fingers up at the top where as that one expects that,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you do more of that which I don t do,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that is because you did not have that pen when you were little,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
if you had had it you would write in the right way rather that the wrong,Bs,"{""label"": ""N""}
Okay, let's break this down. The segment",N
you would do it properly,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you get inking pens,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that are really hard to use,Bs,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
because they look they look like little erm they they they go straight down like that sketching,S,"{""label"": ""N""} 

Segment:
so that the user can write easily",N
draw Document E1_3Sketcjjpg,D,"{""label"": ""N""} The segment ""draw Document E1_3Sk",N
you could have thumb holes or something like that,S,"{""label"": ""N""}? 

Okay, let's break this down.",N
this this this one that is this one has sort of that sort of thing,S,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
it does not force you to use it but it,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
helps you,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
print heads,S,"{""label"": ""S""}
Okay, let's tackle this. The segment is",S
to use straight up and down otherwise they don t otherwise they don t work,Bs,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
because they work thr they th they re like a little er tube,S,"{""label"": ""N""}
The segment ""because they work thr they th they",N
and when you push on it erm it opens a valve which lets the erm which lets the ink through,Bs,"{""label"": ""Bs""}
Okay, let's break this down. The segment",Bs
is that those gold and silver type things,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that people use for making cards,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
no it s like you get them for erm drafting pens,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
I think work like that they have got they re like that,S,"{""label"": ""N""}
Okay, let's break this down. The segment",N
because they they come in different bits of tube,S,"{""label"": ""S""}
Okay, let's tackle this. The segment is",S
and they give you a very accurate width of line,Bs,"{""label"": ""F""}
The segment ""and they give you a very accurate",F
OK but you cannot you cannot use them in any orientation,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you have to use in straight up and down,BS,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
and so if you put it on the edge the you would go on the edge of the tube,S,"{""label"": ""N""} 

Segment:
The tip is porous, so the",N
and it just it would just sort of it just the edge just goes on,S,"{""label"": ""N""}
Okay, let me try to figure out the label",N
you will never get it you just crease the paper,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
the good thing about this is you get feedba feedback s inherent is not it,Bs,"{""label"": ""N""} 

Okay, let's tackle this. The segment",N
if you re not doing it properly it wont work,Bs,"{""label"": ""N""}
The segment ""if you re not doing it properly",N
it will probably it will probably be that if you do it on the edge,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
the print head will be close enough to be to the edge of the PCB,S,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
and you ll lift the whole the whole thing off,S,"{""label"": ""N""} The segment ""and you ll lift the whole the",N
so you probably wont be able to do this this sort of touch towards the edge,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
because the print head the resistors are in,S,"{""label"": ""Bs""}
Okay, let's tackle this segment: ""because",Bs
PCB yeah,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
just the kind of thing that you could do,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
with the erm styling,S,"{""label"": ""N""} 

Segment:
for the user to write with",N
so it just feels right you not do you are limited to what you can do,Bs,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
if you put your fingers in the wrong place,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and if we cut all that for I mean this version,S,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
it could be much chunkier,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and this thing could go in the hole this lot could go in the hole,S,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
and perhaps you can mirror it so it works for left handed people as well,Be,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
but you could just make a hole to hold it in either way,S,"{""label"": ""N""} 

Segment:
this is the same as the standard",N
you d have to certainly with the first go realize where to put their fingers,Bs,"{""label"": ""N""}
Okay, let's break this down. The segment",N
it might not even work,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
if one of their fingers is not in the right hole,S,"{""label"": ""N""}.
Okay, let's tackle this. The segment",N
also you feed it back to the wrist,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
there is all different things,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah hand sizes as well,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you know you could you feed it back,Be,"{""label"": ""N""} 

Segment:
it can be used to draw thin",N
so its kind of like a watch or something on your wrist,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
well you could have a battery pack in that could not you,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
or a rucksack,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
or a rucksack laugh,S,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
laugh ghostbusters,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
write battery pack on wrist,D,"{""label"": ""N""}
Okay, let's tackle this segment: ""write",N
write mould the unit to right position for,D,"{""label"": ""F""}
Okay, let's tackle this segment: ""write",F
if you have got if you have got a switch there there there and there,S,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
draw Document E1_4Sketcjjpg crosses indicate position of switchs,D,"{""label"": ""N""}
The segment ""draw Document E1_4Sk",N
and it only works if all four switches are down,Bs,"{""label"": ""F""}
The segment ""and it only works if all four",F
and those switch positions guarantee that the head is down then,Be,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
yeah that is the control approach is not it,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah that is the yeah and you design it in such a way that,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that is a reasonably comfortable position,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and if you don t put it in that position,S,"{""label"": ""N""} 

Segment:
you can t get the lines to",N
it does not work,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
it d be nice though if you naturally pick it up and it works,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah but that is you can do the two together can you,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
the other thing to to think about is in almost all cases when I look at pens the apart from re wired sort of micropens,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
the th tip is actually the narrowest part of the product,S,"{""label"": ""S""}
Okay, let's break this down. The segment",S
whereas in what we re looking at it could actually be as wide or wider,S,"{""label"": ""N""} The segment ""whereas in what we re looking",N
so its more like a paintbrush is not it like a DIY paintbrush,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
it s more like a roller like a roller yeah,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
its there is a prototype,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
if you had like if you if you had it connected to one side like that,S,"{""label"": ""N""}
Okay, let me try to figure out the label",N
draw Document E1_17 Flipchartjpg,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
or a it would be here the print head you could have then going to there then going to there is,S,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
draw Document E1_17 Flipchartjpg,D,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
that you don t smudge it,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
it would have flexibility because of the metal on which it s hinged if you like,S,"{""label"": ""Bs""}
Okay, let's break down this segment: """,Bs
yeah I think actually I wonder if you intuitively know how to use a roller,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
because you re older than eleven and intuitive if you have never seen it before,Bs,"{""label"": ""N""}
Okay, let me try to figure out the label",N
my two year old rolls paints,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
but I think it could be the pen I mean it could be we could shape it so it does make it like a finer tip,S,"{""label"": ""F""}
Okay, let's break this down. The segment",F
yeah but there is an inherent size issue with holding it this way is not there,Be,"{""label"": ""N""}.

Okay, let me try to figure out the",N
because you re not going to have you you you used to have these pens that were ginormous and,S,"{""label"": ""N""}
Okay, let's tackle this. The segment given",N
it had lots of different pens inside it,S,"{""label"": ""S""}
Okay, let's tackle this. The segment is",S
yeah and they re all like this round,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
and it made it really difficult to write with at the right angle,Bs,"{""label"": ""Be""}
Okay, let's break this down. The segment",Be
so I think there is an issue about how big or how,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
big,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
you might not hold it,Bs,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
yeah I think that is worth considering it actually,Be,"{""label"": ""N""}
Okay, let's break this down. The segment",N
the not having it in a pen shape,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
the not holding it like a pen,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
but actually holding it in a different way like that or,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah there are two there are two sides to this I think,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
either you want to teach children to hold a pen properly,F,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
if you wanted to do that you d give them a,S,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
yeah but you have got to be taught how to hold a pen,F,"{""label"": ""F""}
Okay, let's break this down. The segment",F
a lot better as write like this as well,S,"{""label"": ""N""}
The segment ""a lot better as write like this",N
different people will write,Bs,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
with not smudging the ink,Bs,"{""label"": ""Bs""} 

Segment:
with the ink staying fresh for longer",Bs
different people will hold the pen between these two fingers and write like that,Bs,"{""label"": ""N""}
Okay, let's tackle this segment: ""different",N
they should not be allowed,Be,"{""label"": ""N""}
Alright, let's tackle this. The segment is",N
is it a training aid or toy that we re is it for fun,F,"{""label"": ""N""} The segment is asking a question about the purpose of",N
its for fun,F,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
its mainly really for fun really I think erm,F,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
because if you want to teach a child something about pens,F,"{""label"": ""F""}
Okay, let's tackle this. The segment is",F
you d give them a pen would not you,Be,"{""label"": ""N""}
Okay, let's tackle this. The segment is",N
no well it depends it could be funit could teach you something,F,"{""label"": ""N""}
Okay, let me try to figure out the label",N
